Date_time,condition,age,sex,Treat_time,ease,effective,satisfaction,comment,year,month,time_mark
2011-10-20 13:41:08,Depression,45-54,Female, less than 1 month,4,2,2,"I have only been on it for a few days, I feel more anxious now then I did b4, I was on lexapro and it  just quit working, then while I was waiting on approval from my insurance for the pristiq, I was taking effexor ER, Now that stuff worked really well for me, I had no feelings of lonliness, or sadness...but like I said I am on pristiq now, and I just don't feel right. It gives me energy but i
					...
					",2011,10,1.319118068e+18
2011-10-23 18:32:21,Major Depressive Disorder,35-44,Female,6 months to less than 1 year,5,4,5,"I think this drug is great. I haven't had any bad side effects like I have with all the other medications I've tried, which is A LOT!! I do have weight gain but I can deal with that because I also have my sanity!",2011,10,1.319394741e+18
2011-10-26 01:00:04,Neuropathic Pain,35-44,Female,1 to less than 2 years,5,4,4,"I take the med for Fibromyalgia..tried Cymbalta,made me very sick,Savella did nothing,Neurontin had side affects. I still have some pain,but it gave me energy to get up and go back to work. In a way it has helped me function,glad it did that. ",2011,10,1.319590804e+18
2011-11-05 00:23:33,Repeated Episodes of Anxiety,25-34,Female, 1 to 6 months,4,3,1,When I started this medication I was very emotional and it made me very sick to my stomach. I gave it about two weeks to work and it has helped me mot have and more panic attacks but I am more depressed and have no rosier to do anything. When I forget to take it I get very nauseated &I get headaches. It has made me a lazy emotional rollercoaster.,2011,11,1.320452613e+18
2011-11-07 21:10:28,Depression,35-44,Female, less than 1 month,4,2,1,"I have been on 50 mg for 3 weeks. I have been having horrible headaches that no medicine will relieve. Most recently I am not sleeping, dizzy, and nauseated. I am diabetic and just beginning a new drug for that that is keeping my sugars in control. I'm thinking my depression could be worsened by my sugar and I may not need the Pristiq. ",2011,11,1.320700228e+18
2011-11-14 16:20:06,Depression,35-44,Male, 1 to 6 months,5,3,3,"Started on 50mg and within the 2nd week I was feeling depressed again. Dr upped dose to 100mg...This sent me into a downward spiral of depression. After 2 weeks on 100mg I lowered my dose back to 50mg and I've leveled out. I'm still not 100% but I'm going to give it time to see if it gets better. Only other side effects were mild nausea for the 1st 2 days on both the 50 and 100mg doses
					...
					",2011,11,1.321287606e+18
2011-11-17 11:29:27,Extreme Apprehension or Fear of Social Interaction,19-24,Female, less than 1 month,5,5,5,"Ive never taken any kind of mood stabilizers, but am very happy I found pristiq. I just started taking pristiq 50mg and I noticed a complete change after the first day! It's helped me control my emotions enough to think about things more clearly so I can handle everyday problems in life. It's also helped me, to stop thinking about what other people think about me, so I can be myself.",2011,11,1.321529367e+18
2011-11-17 21:17:48,Depression,35-44,Female,1 to less than 2 years,5,5,3,"I've been on this drug for almost 2 years now.  I tried Lexapro at first - didn't do anything for me.  I'm on 150mg/day of pristiq.  I DO NOT like the expense, as my insurance only covers part of the cost. Yet, I hesitate to change because it has been so effective for me.  I missed one dose, one time - this drug has a very short 1/2 life.  Don't miss a dose! By about hour 25 of it 
					...
					",2011,11,1.321564668e+18
2011-11-19 02:54:57,Depression,19-24,Female, less than 1 month,2,1,1,"My doctor started me on 100mg a day of prestiq. Afew days after taking it I began to have anxiety attacks. After talking to my doctor I went down to 50mg daily. I stopped having the anxiety attacks but i kept feeling more and more depressed. After drinking heavily one night, I woke up having suicidal thoughts. They continued to the next day and I ended up in the emergency room.  I have been off th
					...
					",2011,11,1.321671297e+18
2011-11-21 05:24:44,Bipolar Depression,45-54,Female,1 to less than 2 years,5,5,5,"I have improved so much on this medication, I can't believe the results that have occured, as I no longer break out in anger and I don't let things get to me as they used to do.",2011,11,1.321853084e+18
2011-11-27 22:52:16,Depression,65-74,, 1 to 6 months,1,1,1,I do not think it works for me makes me very consipated and I think it makes the back of my legs hurt in the muscle part.,2011,11,1.322434336e+18
2011-11-29 19:24:37,Depression,55-64,Female,2 to less than 5 years,5,4,4,"I like the result, do not have depression like I did....although even after my insurance pays there portion, mine portion is still high for me.....wish it was not so expensive...",2011,11,1.322594677e+18
2011-12-08 22:08:42,Depression,,,,3,4,4,"I was hesitant to try Pristiq, but I realize all our systems are different after trying numerous anti-depressants,  I have not been able to tolerate any of them. I am on day 3 of Pristiq, day 1- moderate nausea more relaxed, day 2 - mild nausea, relaxed, day 3 - mild jittery,but okay. I am going stick this one out and hope for luck. Remember don't think about what you read here, many people pu
					...
					",2011,12,1.323382122e+18
2011-12-13 00:00:28,Repeated Episodes of Anxiety,55-64,Female, 1 to 6 months,5,5,5,"I have been on 100 mg a day for three months. Pristiq has helped me stay calm and I'm very pleased about that! Still, I am reducing myself to just 50 mg a day because of one negative side effect: my hair is breaking and falling out like crazy! I remember this happening with Paxil a few years ago too (which my doc put me on for high blood pressure!) and once I stopped taking it, my hair grew in
					...
					",2011,12,1.323734428e+18
2011-12-18 10:18:46,Major Depressive Disorder,25-34,Female,1 to less than 2 years,5,3,4,"The only medication that doesn't give me intense side effects. Quite like it, but as for effectiveness, I still don't know. Seems to work OK. Way better than effexor IMO.",2011,12,1.324203526e+18
2011-12-22 02:06:27,Depression,25-34,Female, 1 to 6 months,5,4,3,"I definitely do not feel as depressed as I was when I first started taking this. I was on Welbutrin before and it blurred my vision so bad that I couldn't see anything I was looking at. 
I rarely cry anymore and the ""low"" days are fewer and farther away from each other than they were. I feel mentally like I can think more clearly (the cloud has lifted). I find humor in more things a
					...
					",2011,12,1.324519587e+18
2011-12-28 00:46:05,Depression,55-64,Female,1 to less than 2 years,5,5,5,I started off with Lexapro and it wasn't working so my Dr. changed me to Pristiq 100mg. and its worked wonders. I no longer cry over the smallest thing like I use to. I became depressed after having a few surgeries 6 months apart and I felt like I would never get better. I had no side effects at all. I would recommend this to anyone having depression. ,2011,12,1.325033165e+18
2012-01-02 20:28:31,Major Depressive Disorder,25-34,Female,6 months to less than 1 year,3,3,2,"I've been taking 100mg for over 10 months now and have gained 30 pounds taking this medication. My Dr. prescribed me Wellbutrin to help stop the weight gain, I am praying that it works. The withdrawals from Pristiq are down right awful! Other than that, I have to say it did help with my major depressive symptoms.",2012,1,1.325536111e+18
2012-01-04 13:22:10,Depression,45-54,Male,1 to less than 2 years,5,4,3,"I have taken pristiq off and on for two years.  It has helped a lot with depression but after about a month I became anxious, especially in the morning.  I tried lowering the dose but then the depression comes back.  Also wake up at 3 am every night.  No other side affects except some loss of libido.  ",2012,1,1.32568333e+18
2012-01-05 21:03:52,Depression,55-64,Male,2 to less than 5 years,5,4,4,I take it for depression and PTSD as well as for chronic pain from failed  cervical fusion. It helps with reducing suicidal thoughts.,2012,1,1.325797432e+18
2012-01-10 13:16:54,Major Depressive Disorder,45-54,Female,1 to less than 2 years,5,4,4,"This drug worked very well for about a year and a half. I went from 50mg to 100mg within the first six months. After a year of 100mg I started to notice that I was depressed, extremely irritated and anxious. I have recently changed to cymbalta.",2012,1,1.326201414e+18
2012-01-13 09:20:54,Repeated Episodes of Anxiety,35-44,Female, less than 1 month,2,2,2,"I just started taking it, i don't know what effects it will have on me. I hope it works, because i work on the computer all day and night, I have to mentally focused!",2012,1,1.326446454e+18
2012-01-17 17:38:47,Bipolar Depression,,,,5,5,5,no harsh side effects ,2012,1,1.326821927e+18
2012-01-19 20:09:09,Depression,25-34,Female,1 to less than 2 years,3,3,2,"About 4 months into taking this med (50mg), I started getting sick.  Really bad fatigue and pain.  I had days where I couldn't get in the shower because I was in pain and so fatigued.  I would have to call into work.  It was like I had fibromyalgia, and specialists starting thinking that I did.  After awhile, I started to wonder if it was the Pristiq and so started a weening process by cutting
					...
					",2012,1,1.327003749e+18
2012-01-19 21:01:59,Major Depressive Disorder,45-54,Male, 1 to 6 months,5,5,5,"I have depression, induced by an unpleasant divorce and have been taking Pristiq (50mg) for 6 weeks. First 3-4 days made me feel drowsy, but no other side effects. Positive effects were noticed after about 4 weeks, particularly in work which had become a big problem. Lethargy, lack of interest and concentration have all improved a lot. Outside of work, appetite has improved and sleep patterns are 
					...
					",2012,1,1.327006919e+18
2012-01-20 22:23:50,Posttraumatic Stress Syndrome,45-54,Female, 1 to 6 months,4,1,1,"I was on Paxil for over a year and was switched over to pristiq. I have been on Pristiq for 35 days now so just a little over a month.  I am stopping it due to severe side effects. I feel like I'm on speed, I cant slow down my energy level is so high I cant stay still and my mind is racing. The worst part is the dizziness that wont stop along with the headaches which start from when I wake up 
					...
					",2012,1,1.32709823e+18
2012-01-23 19:25:29,Repeated Episodes of Anxiety,19-24,Female,6 months to less than 1 year,2,4,4,"This is a really hard pill for me to take, because I was told to take it in the morning, as it was supposed to ""wake me up."" It's hard to get used to, I guess.

It's reduced my anxiety, and I'm a little more evened out and easy going about things that used to really stress me out. I can work through them now instead of panicking and staying stuck in one spot.

I was reall
					...
					",2012,1,1.327346729e+18
2012-02-05 17:20:11,Depression,65-74,Female, 1 to 6 months,4,4,3,"I am gaining weight which i do not want to do. Since taking this, stay starved",2012,2,1.328462411e+18
2012-02-08 11:19:59,Major Depressive Disorder,35-44,Female, 1 to 6 months,5,5,5,"I felt as though I was falling apart, when I looked into the mirror, it had become fragmented and I couldnt put the pieces of myself together. I wasnt functioning, I was severely depressed and it was affecting everyone in my household. I knew in order to put my life back together, i needed help. The dr. prescribed me 50mg of Pristiq for two weeks. I started fo feel better, I had more energy and i 
					...
					",2012,2,1.328699999e+18
2012-02-09 15:01:57,"""Change of Life"" Signs",45-54,Female,2 to less than 5 years,4,4,4,"Mood is better, but if I don't take the rx at the same time each day, I get horrible dizziness and ringing in the ears.",2012,2,1.328799717e+18
2012-02-10 12:03:14,"""Change of Life"" Signs",55-64,Female, less than 1 month,4,4,4,"just started on it a couple days ago, so hard to comment at this time!",2012,2,1.328875394e+18
2012-02-13 15:26:06,Bipolar Depression,55-64,Male,1 to less than 2 years,4,3,2,up and down like a yo-yo...,2012,2,1.329146766e+18
2012-02-13 18:56:18,Depression,45-54,Female, less than 1 month,5,4,3,"I will need to update later since I have been taking 50mg for 2 days - I have a rash all on my back- haven't seen anyone else post anything like this - anyone ever experience it?? 

Was on Zoloft for a while- and seemed to get apathetic after being on it for a few years- Not only dd I switch meds but I switched Drs too!   ",2012,2,1.329159378e+18
2012-02-24 10:43:42,"""Change of Life"" Signs",45-54,, less than 1 month,5,5,5,switched off paxil to pristiq and noticed a difference in myself after only one day.,2012,2,1.330080222e+18
2012-03-04 10:50:46,Bipolar Depression,25-34,Female, less than 1 month,5,4,3,"I have been on this drug before with no side effects. However, this time I am experiencing severe drowsiness. It sucks! I am exhausted for no reason at all. I have slept for about 36 hours and I still feel the need for more sleep. I have a husband and 3 kids to care for so I will have to put in a call to my Dr. and see what else we can do...

Like I said, I was on this before and it worked wonde
					...
					",2012,3,1.330858246e+18
2012-03-08 21:42:22,Bipolar Depression,25-34,Female, 1 to 6 months,2,2,1,"be very careful,your doctor may not warn you of the side effects and withdrawal symptoms. after 5 weeks of taking pristiq at 50 mg. my blood pressure shot through the roof and it felt as if my head was going to pop off...i was never told when i stopped taking it i was going to be withdrawing very bad...throwing up not eating and i could not even lift my head without throwing up not to mention the 
					...
					",2012,3,1.331242942e+18
2012-03-10 15:47:20,"""Change of Life"" Signs",55-64,,6 months to less than 1 year,1,1,1,"My mother is 88 diabetic on 4 shots of insulin a heart patient with high blood pressure rapid heart beat and was given this by her doctor...100mg  she had sweating , falls asleep alot, very tired and now pain in her legs.  I do not agree with this drug after talking to the co that makes it and over 6 pharmacys....I am trying to get her off it. The FDA recommends only 50mg....she has no mental heal
					...
					",2012,3,1.33139444e+18
2012-03-12 16:30:07,Major Depressive Disorder,55-64,Female, 1 to 6 months,1,1,1,"After trying approximately 20 different meds over the past few years with little to no relief, I was diagnosed as having ""severe medication-resistant major depressive disorder."" After hearing about awful options such as shock therapy, I was started on Pristiq 50 mg. once a day 6 weeks ago. It was WONDERFUL, and amazingly helped me within the 1st 2 days of treatment. Sadly, 2 weeks ago, t
					...
					",2012,3,1.331569807e+18
2012-03-14 00:17:03,Repeated Episodes of Anxiety,19-24,Female,6 months to less than 1 year,4,4,4,"I have been taking Pristiq for the past 7 months, after taking cipralex.  I switched off of cipralex due to high side effects and decreasing effectiveness (I was on this med for roughly 4 years.)  I then started taking  Pristiq at 50mg as my doctor suggested this drug may be very helpful for my anxiety because it is very similar to venflaxine which has numerous side effects.  I found that this swi
					...
					",2012,3,1.331684223e+18
2012-03-16 11:33:52,Repeated Episodes of Anxiety,25-34,Female, 1 to 6 months,4,4,3,"Didnt realize how much the med controlled my anxiety until I discontinued using. Not sure whether or not it increased appetite but sure seemed to do so. Works well to control emotions and anxiety. The only downside would be that quitting this medicine is a holy terror. I quit cold turkey and was always extremely dizzy and zombie like. Of course, I should have known better than to go cold turkey. S
					...
					",2012,3,1.331897632e+18
2012-03-23 16:59:45,Bipolar Depression,35-44,Female, 1 to 6 months,5,5,5,"With 200mg of Lamictal and 50mg of Pristiq, this is the most stable I have been.  Although not recommended by professionals, I cut the pill in half for the first 6 days.  I am glad I did as I only experienced mild stomach discomfort and a few headaches.  I am now up to fifty and slowly loosing weight.  After using all the recommended mood stabilizers, I packed on 30lbs in 2 years.  Seroquel is the
					...
					",2012,3,1.332521985e+18
2012-03-27 12:30:13,Repeated Episodes of Anxiety,65-74,Female, 1 to 6 months,5,1,1,"Very high blood pressure after 6 weeks. Also withdrawal effects of bloating, weight gain, restlessness, dizziness.
Drug interfered with orgasms and decreased all hormones in my blood when blood analyzed.",2012,3,1.332851413e+18
2012-03-30 09:00:03,Other,45-54,Female, 1 to 6 months,5,1,1,"I took Lexapro for 6 years and my physician decided to switch me to Pristiq and I felt the Lexapro wasn't doing anything for me.  Took the Pristiq for 6 months, didn't notice anything different other than super crazy dreams!  I stopped by slowly decreasing my dosage and still feel the same, no withdrawals so far other than a few ""brain sparks"" but they are manageable.  I'm no
					...
					",2012,3,1.333098003e+18
2012-03-30 22:34:39,Major Depressive Disorder,55-64,Female, 1 to 6 months,1,1,1,"After trying close to 20 meds with no relief, I was started on Pristiq. At first I thought my prayers had been answered.  I felt so much better for about a month. Then, I started feeling horrible - headaches, nausea, and the depression was worse than it had ever been. My Dr. told me to take it every other day instead of every day. Still felt terrible, and stopped it about 10 days ago. The withdraw
					...
					",2012,3,1.333146879e+18
2012-04-03 15:05:19,Bipolar Depression,55-64,Female,5 to less than 10 years,5,5,5,within 1 week i was so much improved. i've been on it since it first came out.many many years and every med were tried with bad side affects only evident.my life has much improved.finally!!!!!!!!!!!!!!!!!!!!,2012,4,1.333465519e+18
2012-04-03 23:20:12,Bipolar Depression,35-44,Female, 1 to 6 months,5,5,4,Only down side to this medicine is decrease sec drive!,2012,4,1.333495212e+18
2012-04-06 18:37:19,Depression,45-54,Male, 1 to 6 months,5,3,3,"My wife says it seems to be  helping. I agree to an extent. I don't feel 25 again (51) but I do feel a small bit better. I will cont. with them so long as my Dr. suggest & pray. Mal each of you find strengh. Doc
",2012,4,1.333737439e+18
2012-04-06 21:37:31,Neuropathic Pain,55-64,Male,1 to less than 2 years,5,3,4,"I am taking this for my fibromyalgia and chronic pain for years. It works along with Amrix, Hydrocodone and klonopin. I helps. I don't have depresion but if I did I guess Pristiq must be handel it. The draw back id weight gain and hrd stoole. But with all the meds I am not surprise. ",2012,4,1.333748251e+18
2012-04-10 17:07:04,"""Change of Life"" Signs",55-64,Female, 1 to 6 months,3,3,1,"Be aware! Pristiq slowed my hot flashes almost immediately. Interesting. Then, a month later I noticed side effects of Compulsive Impulsiveness (i.e.: spending sprees, and other), and Panic attacks. I'm off it now.",2012,4,1.334077624e+18
2012-04-12 20:52:31,Depression,25-34,Female, 1 to 6 months,5,3,2,"Started taking it for anxiety but it caused me to have extremely violent, realistic nightmares so i stopped after about 2 months. Was advised to start taking it again for depression only to have my anxiety come back. Made me feel like electricity was going through my heart and body and my brain was covered in pop rocks.",2012,4,1.334263951e+18
2012-04-12 21:19:05,"""Change of Life"" Signs",55-64,Female, 1 to 6 months,4,1,1,"Lack of interest and wanting to sleep all the time, feel very irritable, experienced more hot flashes, no interest in life, tired all the time, not having a desire to carry on with simple daily functions like simple house work, getting dressed chronic diarrhea and abdominal cramping, loss of appetite. It’s very expensive and I can’t afford it. I was on 50 ml. ",2012,4,1.334265545e+18
2012-04-15 14:46:23,Depression,65-74,Male, less than 1 month,5,2,1,After 9 days made my tinnitus so bad I stopped taking it. I could not hear my car radio over the ringing in my ears. ,2012,4,1.334501183e+18
2012-04-24 11:19:06,Depression,35-44,Female, less than 1 month,5,5,5,"I have been on Pristiq for less than a week, But have found it working for me almost immediately.  I have had no side affects, other than slight insomnia (which I suffer from on or off meds)  My mood has changed for the better, I am ""happy"". I wake up and have energy to face the day, I no longer cry at the drop of a hat.  I was on Wellbutrin for less than a week, I took myself off within
					...
					",2012,4,1.335266346e+18
2012-04-27 17:45:54,Major Depressive Disorder,65-74,Male, less than 1 month,5,1,1,"After one week I got tinitus which was so lould I coud not hear my car radio.
I am now going back to effxor which worked for me a few years ago. ",2012,4,1.335548754e+18
2012-04-28 16:56:36,Depression,65-74,Female,2 to less than 5 years,5,4,4,Still feel tied all the time.,2012,4,1.335632196e+18
2012-04-29 20:00:26,"""Change of Life"" Signs",55-64,Female,2 to less than 5 years,5,5,5,"I have so much more patience, things just don't bother me like before.",2012,4,1.335729626e+18
2012-05-06 17:05:02,Major Depressive Disorder,55-64,Female,2 to less than 5 years,5,5,5,"Works very well, after I got it built up in my system to the doseage which works best for me.",2012,5,1.336323902e+18
2012-05-07 12:09:22,Depression,55-64,Female, 1 to 6 months,4,2,1,"I had been taking fluoxetine for years but needed more energy. Pristiq was prescribed. My energy has not increased and this drug has thrown me back into menopause with hot flashes, discharge and tender breasts. I also have ringing in my ears which I didn't have before. ",2012,5,1.336392562e+18
2012-05-07 23:35:54,Depression,25-34,Female,1 to less than 2 years,5,3,2,"I think it worked for the first 6 months, but then stopped working. I suffer from depression and anxiety and I don't think it touches my anxiety. I do experience minimal side effects with it and i've been on many. One is decreased sex drive and inablitliy to orgasim. It is very easy coming off of though compared to other SSRIs",2012,5,1.336433754e+18
2012-05-28 12:45:50,Bipolar Depression,35-44,Male, less than 1 month,4,2,1,"I haven't had a positive experience with this drug. I have read about all the positive reviews of it and how you have to wait out the negative symptoms, but I am a single parent of a 4 yr old and I can't afford to be a zombie all day. During the first few days, I have had headaches, shaking hands, nausea, constipation, I've even lost weight because I'm not hungry. I would have like
					...
					",2012,5,1.33820915e+18
2012-05-30 16:56:42,Depression,45-54,Female,2 to less than 5 years,5,2,1,"Pristiq is a medication that is extremely dangerous.  Once it is in your system it wraps itself around your brain and holds tight.  I became more depressed the longer I stayed on it.  If I stopped it for a day or two, I would feel better once I got back on it but I never felt physically or emotionally right on it either.  I always felt lightheaded, harder to put my thoughts in order and to actuall
					...
					",2012,5,1.338397002e+18
2012-05-31 10:56:57,Depression,19-24,Female, less than 1 month,5,5,5,"So far, so good! I've been on Pristiq for 3 1/2 wks now and I've felt nothing but better. During the first week I did have a moderate (leaning towards severe) panic attack. But the drug has helped my outlook and energy in everday life. May have a slightly decreased interest in sex though. ",2012,5,1.338461817e+18
2012-05-31 17:35:00,Repeated Episodes of Anxiety,35-44,Female,6 months to less than 1 year,5,5,5,"This medication is working for me.  I have had less anxiety and am sleeping just fine my previous medications, I had to take one for anxiety and one to sleep.  Those gave me dreams which worsened my anxiety.  I have been on this for about 9 months. ",2012,5,1.3384857e+18
2012-05-31 17:42:52,Depression,45-54,Female, 1 to 6 months,5,4,4,"I have been taking this medication over 3 months,and it seems to be helping with my depression, but than I switched for the less expensive drug that didn't seem to help at all, than I re-took pristiq 100mg again, but I believe I got a terrible rash from the this pill by switcheing medications.  ",2012,5,1.338486172e+18
2012-06-02 09:56:01,Major Depressive Disorder,55-64,Female,1 to less than 2 years,5,5,5,"I have been on pristiq for about a year. I started out with 50MG and my doctor upped it to 100MG once a day. I do feel better using it, but I also take buspirone, diazepam for anxienty and panic attacks. I take ambien and remeron to help me sleep. Without a combination of all of these I would be a complete mess. I still have a few days where I cry for no reason or if something upseting happens, bu
					...
					",2012,6,1.338630961e+18
2012-06-11 22:28:21,Repeated Episodes of Anxiety,35-44,Female, less than 1 month,5,4,4,"I moved from 25mg Lexapro to 50mg Pristiq and I loved it. I lost about 10LB that I was unable to lose with Lexapro. The transition wasn't too bad, I had light flu symptoms for about a week. My OCD and recurrent thoughts were still not under control, so my doc up my dose to 100mg. I am in my first week and I am experiencing flu like symptoms, sadness, tiredness and anxiety. I am confident that 
					...
					",2012,6,1.339453701e+18
2012-06-13 21:47:56,Major Depressive Disorder,55-64,Female,1 to less than 2 years,5,5,5,"Pristiq has worked really wel for me with no side effects. I've been taking Pristiq for almost 2 years and it has been great not crying every day because of my depression. I took Lexapro 20MG for about 2 years, but it wasn't working as well so the doctor added Abilify 15 MG to take with my Lexapro. I also took Xanax 0.5MG for axienty twice daily, which he upped to 4 times a day. That worke
					...
					",2012,6,1.339624076e+18
2012-06-21 21:05:58,Depression,25-34,Male, 1 to 6 months,5,2,2,Didn't work for me unfortunately. Increased my anxiety and caused me to feel very jittery. It also completely nullified my libido and took almost all sensation away. ,2012,6,1.340312758e+18
2012-07-17 21:14:47,Depression,35-44,Female, less than 1 month,5,5,5,"Started on Pristiq 4 days ago and felt better in 2 days. I really hope it lasts. I have had depression for years. I have beem on Zoloft, Effexor and Cymbalta and they all worked to a degree. I have never had anything be so uplifting and energizing so quickly. Like I said I hope it keeps working because I feel the best I have in years.",2012,7,1.342559687e+18
2012-07-20 16:04:22,Major Depressive Disorder,55-64,Female,1 to less than 2 years,5,4,4,"i am 62 years old. over the years various meds have helped and then somehow stopped working. cymbalta was the one i took for about 4 years with success until the depression came back. now i am on pristiq which has worked fairly well. since starting deplin (L-methylfolate) in combination with the pristiq, i have never felt better. ",2012,7,1.342800262e+18
2012-07-23 20:05:54,Depression,,Female, 1 to 6 months,5,5,5,This medication has been very mild..Helps me sleep and I wake up feeling good.  I can't take a lot of meds because I'm allergic but this one worked great!,2012,7,1.343073954e+18
2012-07-25 20:27:13,Depression,19-24,Female,2 to less than 5 years,4,3,1,"At first I thought this drug was working ok. After a while though, I could get through the day, but anything would upset me. My anxiety sky-rocketed, I've become irritable with everyone and I would get mean and angry all the time. I also never want to get out of bed. No matter how long I sleep, I'm still tired.
I didn't get sick from the drug, pretty much everything was mood related.",2012,7,1.343248033e+18
2012-07-27 16:21:28,Major Depressive Disorder,45-54,Female,6 months to less than 1 year,5,3,2,"At first it worked fine. Helped with concentration at work & kept me calm. Overtime it stopped working & I gained about 20lbs over a 9 month period which made me more depressed than before. No energy to do active things and it took away my creativity. I make a living as a designer so this was NOT good as it affected my work. Doctor is weaning me off & the withdraw is unbearable!!! Inso
					...
					",2012,7,1.343406088e+18
2012-07-28 23:15:03,Depression,35-44,Female,2 to less than 5 years,5,5,5,"before taking this med. one minute i would get upset over nothing, then start crying,then not even know why.Since I have been taking it I feel alot better. I dont get so upset so fast. This med. was a live saver i will never take any thing else.



",2012,7,1.343517303e+18
2012-07-29 22:54:58,Depression,45-54,Female,2 to less than 5 years,5,3,3,"I take 100mg daily, lately I have been experiencing severe night sweats, rapid heart beat for no physical reason, severe confusion and memory problems.",2012,7,1.343602498e+18
2012-07-31 08:04:34,Depression,19-24,Female,2 to less than 5 years,4,2,1,"I have been taking Pristq for 2 years now. I started out with 50mg, then went to 100mg. I have had a terrible time with it. At first I didn't think it was due to the pristq, but now there's no doubt. I have had unbearable headaches everyday, no medicines will help them, I have insomnia, resting heart rate of 140 now, very low sex drive, ADD, no concentration now, very strange dreams, extre
					...
					",2012,7,1.343721874e+18
2012-08-02 20:45:41,Depression,19-24,Female,1 to less than 2 years,4,3,5,"I am a 22 year old female with depression and severe anxiety. After trying Zoloft and Celexa, I have found this to be a miracle. I have no problems taking this and no harsh side effects. However, if you do miss a dose, you will get severely dizzy and nauseated. I was on 50 mg at first, went to 100 mg, now back to 50 mg as I am trying to wean off all drugs from my body. It is a great medicine. It d
					...
					",2012,8,1.343940341e+18
2012-08-04 21:33:12,Major Depressive Disorder,35-44,Female, less than 1 month,5,5,4,"I started this med on 8/1. I had been on Zoloft 50 mg for years but it fizzled out overtime. When I cried all night because someone unfriended me online, I knew I had to do something. I saw my doctor, told him the deal, and he recommended Pristiq.  The first night, i had horrible insomnia. I switched to taking it in the morning and that has helped. I already feel happier with myself and not as irr
					...
					",2012,8,1.344115992e+18
2012-08-06 22:10:34,Major Depressive Disorder,55-64,Female,1 to less than 2 years,5,5,5,"I have taken Pristiq for about 1 1/2 years. Started out on 50MG, but my doctor upped it to 100MG. I am doing very well on this medication and didn't have any side effects at all. I also take Remron for depression every night a long with Ambien to help me sleep. I take vallium 5MG 3xday a long with Buspar 10MG 3xday and all these combination of medicines have worked very well for me. Tried seve
					...
					",2012,8,1.344291034e+18
2012-08-18 23:24:34,Repeated Episodes of Anxiety,35-44,Female, 1 to 6 months,5,5,5,"Please can anyone tell me what time of day you take pristiq? my sleep pattern was messed up when i took it. Getting ready to start pristiq again but need some advice  about the time of day to take the medicine. I noticed a positive change within the first two days after taking pristiq.  I took the medicine for two months and then stopped. the withdrawls were bad but i took a pill every other day f
					...
					",2012,8,1.345332274e+18
2012-08-20 23:36:41,Depression,55-64,Female, less than 1 month,3,3,3,"I have been on it for 16 days. Out of the 16 days I have not gotten out of bed. I don't feel anxious anymore but I am so tired. I have no appitite, food taste funny. My tounge has a weird sence with my taste buds almost like a tinny taste. My bones ache a little but probably old age. I will give it a month. I am trying to rebuild my own seratonin so I can get off all meds.",2012,8,1.345505801e+18
2012-09-25 17:10:22,Depression,45-54,Female,1 to less than 2 years,5,5,5,Have been on Pristig for almost 2 years and it has been a life changing experience for me.  I feel more energetic and am able to sleep better.  For the first 2 weeks I experienced headaches and dizziness but overall I have been satisfied with the results.,2012,9,1.348593022e+18
2012-09-26 10:09:55,Depression,25-34,Female, less than 1 month,5,5,4,"I was put on a 50mg dosage to cope with depression from the breakup of my marriage. I was crying every day and couldn't concentrate, put a cohesive sentence together or express a negative idea without breaking down. After 2 days on Pristiq, I noticed a huge improvement (psychosomatic? Maybe, but who cares.) I was euphoric for the first 2 weeks - able to function, speak, work, talk about things
					...
					",2012,9,1.348654195e+18
2012-10-02 17:05:20,Depression,45-54,Female, 1 to 6 months,5,5,2,"Been on Pristiq for 3 months. Overall, LOVE IT. Now experiencing bad side effects, dry mouth, mouth sores, and itching all over.  I feel great otherwise.  Looks like my Dr. may take me off of it.  Bummer!",2012,10,1.34919752e+18
2012-10-02 22:29:41,Depression,55-64,Female, 1 to 6 months,5,4,3,"I was pleased with the effects of prestiq, it was very effective for depressed mood however, the side effect of hypertension (high blood pressure)was horrible! Please check your blood pressure and do it often! If you can tolerate it and your B/P remains stable, it's a good medication for depression. ",2012,10,1.349216981e+18
2012-10-04 16:57:01,Depression,35-44,Female, 1 to 6 months,5,4,4,"I have been take pristiq for a month and a half.  It replaced my Wellbutrin and Celexa which seemed to stop working.  I was having trouble working and had been so tired I couldn't do anything but sleep.  The first month was really tough switching drugs and the electrical pulses in my brain and headaches were unbearable.  I'm now a lot better and have lots of energy but still have the elect
					...
					",2012,10,1.349369821e+18
2012-10-04 22:36:38,Depression,45-54,Female,2 to less than 5 years,5,5,5,"I've tried almost every antidepresent there is. Prestiq is awsome !My depression is gone.
I do have my days but they are far & inbetween. My sister is taking it also & feels same way; she loves it.",2012,10,1.349390198e+18
2012-10-04 23:13:38,Extreme Apprehension or Fear of Social Interaction,35-44,Male, less than 1 month,4,4,4,"Out of nowhere, I lost the ability to go into boxed stores or even thr grocery store without experiencing terror.  I also couldint drive on highways because even a slow ride on the right hand side of the road felt like I was threading the needle and avoiding car accidents.  This just came out of nowhere.  I was a seasoned hockey player and cyclist and very active.  I started developing serious fli
					...
					",2012,10,1.349392418e+18
